title,style,alcohol_percentage,volume_centiliter,container_type,in_stock_status,price_pounds,beer_image_url,beer_details_url,last_updated_at_UTC
Birra Moretti L'Autentica - 2L SUB Keg,Lager,4.6,200.0,Torp,True,8.99,https://www.beerwulf.com/globalassets/birra-moretti-lautentica---sub-keg_beer_15747_02.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-lautentica-2l-keg,05-Jun-2022 11:05:39
The SUB Compact Party Starter Pack,,,1600.0,,True,149.0,https://www.beerwulf.com/globalassets/sub--8-birra-moretti-lautentica_skucollection_23730_0.png,https://www.beerwulf.com/en-gb/p/beercases/SUB-Compact-8lautentica,05-Jun-2022 11:05:39
Heineken - 2L SUB Keg,Lager,5.0,200.0,Torp,True,8.49,https://www.beerwulf.com/globalassets/catalog/beerwulf/beers/torps/full-sleeves-without-label/heineken_bw_clear.png,https://www.beerwulf.com/en-gb/p/beers/heineken-2l-keg,05-Jun-2022 11:05:39
BLADE Amstel Starter Pack,,,1600.0,,True,450.0,https://www.beerwulf.com/globalassets/blade-amstel-starter-pack-_skucollection_24299_03.png,https://www.beerwulf.com/en-gb/p/beercases/blade-amstel-starter-pack-,05-Jun-2022 11:05:39
Wild Beer Co Quantic - 2L SUB Keg,Pale Ale,4.7,200.0,Torp,True,13.99,https://www.beerwulf.com/globalassets/wild-beer-co-quantic---2l-sub-keg_beer_24209_0.png,https://www.beerwulf.com/en-gb/p/beers/Wild-Beer-Co-Quantic-2L-SUB-Keg,05-Jun-2022 11:05:39
Heineken 0.0 - 8L BLADE Keg,Lager,0.0,800.0,BladeKeg,True,19.99,https://www.beerwulf.com/globalassets/heineken-0.0-blade-8l-keg_1_1.png,https://www.beerwulf.com/en-gb/p/beers/heineken-zero-blade-8l-keg,05-Jun-2022 11:05:39
Edelweiss Hefetrüb - 8L BLADE Keg,German Wheat Beer,5.3,800.0,BladeKeg,True,22.7435,https://www.beerwulf.com/globalassets/edelweiss-hefetrub----blade-keg_beer_15788_0.jpeg,https://www.beerwulf.com/en-gb/p/beers/edelweiss-hefetrub-8l-keg,05-Jun-2022 11:05:39
BLADE Dome,Accessories,,0.0,,True,50.0,https://www.beerwulf.com/globalassets/blade-dome_1_0.png,https://www.beerwulf.com/en-gb/p/accessories-2b42f2b9/blade-dome,05-Jun-2022 11:05:39
BLADE Heineken Silver Starter Pack,,,1600.0,,True,450.0,https://www.beerwulf.com/globalassets/blade--2-heineken-silver-starter-pack_skucollection_24303_0.png,https://www.beerwulf.com/en-gb/p/beercases/blade-heineken-silver-starter-pack,05-Jun-2022 11:05:39
BLADE Beer Tap,,,0.0,,True,420.0,https://www.beerwulf.com/globalassets/blade-and-dome_1_0.jpeg,https://www.beerwulf.com/en-gb/p/beercases/blade,05-Jun-2022 11:05:39
Affligem Fris Blond 4.6 - 2L SUB Keg,Blond Beer,4.6,200.0,Torp,True,9.49,https://www.beerwulf.com/globalassets/affligem-fris-blond-sub-kegtorp2_15422_0.png,https://www.beerwulf.com/en-gb/p/beers/affligem-fris-blond-2l-keg,05-Jun-2022 11:05:39
Pelforth Blonde - 2L SUB Keg,Blond Beer,5.8,200.0,Torp,True,9.49,https://www.beerwulf.com/globalassets/pelforth-blonde---2l-keg_2_02.png,https://www.beerwulf.com/en-gb/p/beers/pelforth-blonde-2l-keg,05-Jun-2022 11:05:39
Wiener Lager - 8L BLADE Keg,Lager,5.5,800.0,BladeKeg,True,31.99,https://www.beerwulf.com/globalassets/wiener-lager---blade-keg_beer_22667_03.png,https://www.beerwulf.com/en-gb/p/beers/wiener-lager-8l-keg,05-Jun-2022 11:05:39
BLADE Tiger Starter Pack,,,1600.0,,True,450.0,https://www.beerwulf.com/globalassets/blade--2-tiger---8l-keg-v2_skucollection_23808_03.png,https://www.beerwulf.com/en-gb/p/beercases/blade-tiger-8l-keg-v2,05-Jun-2022 11:05:39
Birra Moretti Beer Glass Case,,,0.0,,True,23.391,https://www.beerwulf.com/globalassets/6-birra-moretti-glass-pack_pack_22780_02.png,https://www.beerwulf.com/en-gb/p/beercases/birra-moretti-glass-case,05-Jun-2022 11:05:39
BLADE Heineken Starter Pack,,,1600.0,,True,450.0,https://www.beerwulf.com/globalassets/blade-2xheineken-8l-keg_03.png,https://www.beerwulf.com/en-gb/p/beercases/blade-heineken-8l-keg,05-Jun-2022 11:05:39
Birra Moretti La Rossa - 2L SUB Keg,Bock Beer,7.2,200.0,Torp,True,9.99,https://www.beerwulf.com/globalassets/birra-moretti-la-rossatorp2_14820_0.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-la-rossa-2l-keg,05-Jun-2022 11:05:39
Harviestoun Bitter and Twisted - 2L SUB Keg,Blond Beer,4.2,200.0,Torp,True,14.49,https://www.beerwulf.com/globalassets/harviestoun-bitter-and-twisted---2l-sub-keg_beer_24146_02.png,https://www.beerwulf.com/en-gb/p/beers/Harviestoun-Bitter-and-Twisted-2L-SUB-Keg,05-Jun-2022 11:05:39
The SUB Compact Mixed Starter Pack,,,800.0,,True,120.0,https://www.beerwulf.com/globalassets/best-sellers-starter-pack-v2_pack_24356_0.png,https://www.beerwulf.com/en-gb/p/beercases/The-SUB-Compact-Mixed-Starter-Pack,05-Jun-2022 11:05:39
Heineken - 5L Draught Keg,Lager,5.0,500.0,DraughtKeg,True,20.99,https://www.beerwulf.com/globalassets/heineken-5l-keg_1_04.png,https://www.beerwulf.com/en-gb/p/beers/heineken-5l-keg,05-Jun-2022 11:05:39
The SUB Beer Tap,Machines,0.0,0.0,,True,99.0,https://www.beerwulf.com/globalassets/the-sub-compact---2l_2_05.png,https://www.beerwulf.com/en-gb/p/beertaps/the-sub-compact-black-edition,05-Jun-2022 11:05:39
Apfel Räuber - 8L BLADE Keg,Cider,4.5,800.0,BladeKeg,True,32.99,https://www.beerwulf.com/globalassets/apfel-rauber---blade-keg_beer_15808_0.png,https://www.beerwulf.com/en-gb/p/beers/apfel-rauber-8l-keg,05-Jun-2022 11:05:39
Cruzcampo Gran Reserva - 2L SUB Keg,Lager,6.4,200.0,Torp,True,9.99,https://www.beerwulf.com/globalassets/cruzcampo-gran-reserva-2l-keg_1_1.png,https://www.beerwulf.com/en-gb/p/beers/cruzcampo-gran-reserva-2l-keg,05-Jun-2022 11:05:39
Edelweiss Hefetrüb - 2L SUB Keg,German Wheat Beer,5.3,200.0,Torp,True,8.99,https://www.beerwulf.com/globalassets/edelweiss---2l-keg_1_03.png,https://www.beerwulf.com/en-gb/p/beers/edelweiss-2l-keg,05-Jun-2022 11:05:39
Strongbow Dark Fruit - 2L SUB Keg,Cider,4.0,200.0,Torp,True,9.99,https://www.beerwulf.com/globalassets/strongbow-dark-fruit_2_1.png,https://www.beerwulf.com/en-gb/p/beers/strongbow-dark-fruit-2l-keg,05-Jun-2022 11:05:39
Birra Moretti Baffo d'Oro - 2L SUB Keg,Lager,4.8,200.0,Torp,True,8.99,https://www.beerwulf.com/globalassets/birra-moretti-baffo-doro-2l-keg_1_0.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-baffo-doro-2l-keg,05-Jun-2022 11:05:39
The Birra Moretti Home Bar Bundle,,,600.0,,True,114.0,https://www.beerwulf.com/globalassets/sub-compact--3-bm-autentica--2-bm-glasses-uk_pack_24351_0.png,https://www.beerwulf.com/en-gb/p/beercases/birra-moretti-home-bar-bundle,05-Jun-2022 11:05:43
Gösser Märzen - 8L BLADE Keg,Lager,5.2,800.0,BladeKeg,True,31.99,https://www.beerwulf.com/globalassets/gosser-marzen---blade-keg_beer_22315_05.png,https://www.beerwulf.com/en-gb/p/beers/gosser-marzen-8l-keg,05-Jun-2022 11:05:43
Gösser Zwickl - 8L BLADE Keg,Lager,5.2,800.0,BladeKeg,True,24.7425,https://www.beerwulf.com/globalassets/gosser-zwickl---blade-keg_beer_22668_0.png,https://www.beerwulf.com/en-gb/p/beers/gosser-zwickl-8l-keg,05-Jun-2022 11:05:43
Birra Moretti L'Autentica - 8L BLADE Keg,Lager,4.6,800.0,BladeKeg,True,30.99,https://www.beerwulf.com/globalassets/birra-moretti-ricetta-originale-blade-8l-keg_1_05.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-ricetta-originale-blade-8l-keg,05-Jun-2022 11:05:43
BLADE Mixed Starter Pack,,,3200.0,,True,500.0,https://www.beerwulf.com/globalassets/blade--1x-birra-moretti-1x-heineken-1x-zipfer-1x-affligem_skucollection_21377_0.png,https://www.beerwulf.com/en-gb/p/beercases/BLADE-Mixed-Starter-Pack,05-Jun-2022 11:05:43
The Heineken Home Bar Bundle,,,600.0,,True,114.0,https://www.beerwulf.com/globalassets/sub-compact--3-hnk-2-hnk-glasses-uk_pack_24342_0.png,https://www.beerwulf.com/en-gb/p/beercases/heineken-home-bar-bundle,05-Jun-2022 11:05:43
Birra Moretti La Rossa - 2L SUB Keg,Bock Beer,7.2,200.0,Torp,True,9.99,https://www.beerwulf.com/globalassets/birra-moretti-la-rossatorp2_14820_0.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-la-rossa-2l-keg,05-Jun-2022 11:05:43
The SUB Compact Party Starter Pack,,,1600.0,,True,149.0,https://www.beerwulf.com/globalassets/sub--4-bm-lautentica--4-heineken_skucollection_23724_0.png,https://www.beerwulf.com/en-gb/p/beercases/SUB-Compact-4lautentica-4heineken,05-Jun-2022 11:05:43
Puntigamer - 2L SUB Keg,Lager,5.2,200.0,Torp,False,8.99,https://www.beerwulf.com/globalassets/puntigamer---sub-keg_beer_23044_03.png,https://www.beerwulf.com/en-gb/p/beers/puntigamer-2l-keg,05-Jun-2022 11:05:43
Gösser Radler - 2L SUB Keg,Lager,2.0,200.0,Torp,False,7.99,https://www.beerwulf.com/globalassets/gosser-radler---2l-keg_1_1.png,https://www.beerwulf.com/en-gb/p/beers/gosser-radler-2l-keg,05-Jun-2022 11:05:43
The SUB Compact Birra Moretti Starter Pack,,,800.0,,False,114.0,https://www.beerwulf.com/globalassets/catalog/beerwulf/beers/packs/sub_bundle_sub_compact_4xbm.png,https://www.beerwulf.com/en-gb/p/beercases/thesubcompactblack-4birramorettibaffodoro,05-Jun-2022 11:05:43
Fourpure Session IPA - 2L SUB Keg,IPA,4.2,200.0,Torp,False,14.99,https://www.beerwulf.com/globalassets/fourpure-session-ipa-2l-keg_1_04.png,https://www.beerwulf.com/en-gb/p/beers/fourpure-session-ipa-2l-keg,05-Jun-2022 11:05:43
Amstel Radler - 8L BLADE Keg,Fruit Beer,2.0,800.0,BladeKeg,False,25.99,https://www.beerwulf.com/globalassets/amstel-radler---blade-keg_beer_22538_0.png,https://www.beerwulf.com/en-gb/p/beers/amstel-radler-8l-keg,05-Jun-2022 11:05:43
Mama IPA - 2L SUB Keg,IPA,5.9,200.0,Torp,False,14.99,https://www.beerwulf.com/globalassets/mama-ipa---sub-keg-v2_beer_24044_0.png,https://www.beerwulf.com/en-gb/p/beers/mama-ipa-2l--keg,05-Jun-2022 11:05:43
Fruh Kölsch - 2L SUB Keg,Lager,4.8,200.0,Torp,False,13.49,https://www.beerwulf.com/globalassets/fruh-kolsch---2l-sub-keg_beer_24139_02.png,https://www.beerwulf.com/en-gb/p/beers/Fruh-Kolsch-2L-SUB-Keg,05-Jun-2022 11:05:43
Pelforth Blonde - 5L Draught Keg,Blond Beer,5.8,500.0,DraughtKeg,False,21.99,https://www.beerwulf.com/globalassets/pelforth-blonde-5l-keg_1_3.png,https://www.beerwulf.com/en-gb/p/beers/pelforth-blonde-5l-keg,05-Jun-2022 11:05:43
Brand Weizen - 2L SUB Keg,German Wheat Beer,5.1,200.0,Torp,False,9.49,https://www.beerwulf.com/globalassets/brand-weizen-sub-kegtorp2_15420_0.png,https://www.beerwulf.com/en-gb/p/beers/brand-weizen-2l-keg,05-Jun-2022 11:05:43
Paulaner Münchner Hell - 5L Draught Keg,Lager,4.9,500.0,DraughtKeg,False,27.99,https://www.beerwulf.com/globalassets/paulaner-munchner-hell---draught-keg_beer_23349_0.png,https://www.beerwulf.com/en-gb/p/beers/paulaner-munchner-hell-5L-keg,05-Jun-2022 11:05:43
Heineken Beer Glass Case,,,0.0,,False,18.891,https://www.beerwulf.com/globalassets/6-heineken-glass-pack_pack_22777_05.png,https://www.beerwulf.com/en-gb/p/beercases/6-heineken-beer-glass-case,05-Jun-2022 11:05:43
The Complete Heineken Bar Kit,,,0.0,,False,28.791,https://www.beerwulf.com/globalassets/heineken-bar-kit_pack_22989_03.png,https://www.beerwulf.com/en-gb/p/beercases/heineken-bar-kit,05-Jun-2022 11:05:43
Paulaner Weissbier - 5L Draught Keg,German Wheat Beer,5.5,500.0,DraughtKeg,False,27.99,https://www.beerwulf.com/globalassets/paulaner-weissbier---draught-keg_beer_23351_0.png,https://www.beerwulf.com/en-gb/p/beers/paulaner-weissbier-5L-Keg,05-Jun-2022 11:05:43
Lagunitas DayTime - 2L SUB Keg,IPA,4.0,200.0,Torp,False,12.99,https://www.beerwulf.com/globalassets/lagunitas-daytime---sub-keg-v2_beer_24050_0.png,https://www.beerwulf.com/en-gb/p/beers/lagunitas-daytime-2l--keg,05-Jun-2022 11:05:43
The SUB Compact Variety Starter Pack,,,800.0,,False,120.0,https://www.beerwulf.com/globalassets/uk-sub-compact--4-affligem_pack_22716_0.png,https://www.beerwulf.com/en-gb/p/beercases/thesubcompact-4affligem,05-Jun-2022 11:05:43
Birra Moretti Bar Kit,,,0.0,,False,33.291,https://www.beerwulf.com/globalassets/birra-moretti-bar-kit_pack_23109_02.png,https://www.beerwulf.com/en-gb/p/beercases/birra-moretti-bar-kit,05-Jun-2022 11:05:43
The Heineken Skimming Kit,,,0.0,,False,23.391,https://www.beerwulf.com/globalassets/heineken-skimmer-kit_pack_23122_0.png,https://www.beerwulf.com/en-gb/p/beercases/heineken-skimmer-kit,05-Jun-2022 11:05:43
Desperados,Lager,5.9,33.0,Bottle,True,1.89,https://www.beerwulf.com/globalassets/desperados.33_1_2.png,https://www.beerwulf.com/en-gb/p/beers/desperados.33,05-Jun-2022 11:05:43
Lagunitas IPA,IPA,6.2,36.0,Bottle,True,2.79,https://www.beerwulf.com/globalassets/lagunitas-ipa.36_1_1.png,https://www.beerwulf.com/en-gb/p/beers/lagunitas-ipa.36,05-Jun-2022 11:05:43
Grisette Blanche Bio,White Beer,5.5,25.0,Bottle,True,2.39,https://www.beerwulf.com/globalassets/grisette-blanche-bio.25_1_1.png,https://www.beerwulf.com/en-gb/p/beers/grisette-blanche-bio.25,05-Jun-2022 11:05:43
Two Chefs Brewing Funky Falcon Can,Pale Ale,5.2,33.0,Can,True,2.79,https://www.beerwulf.com/globalassets/two-chefs-brewing-funky-falcon-can_1_0.png,https://www.beerwulf.com/en-gb/p/beers/two-chefs-brewing-funky-falcon-can,05-Jun-2022 11:05:43
Emelisse Black IPA,IPA,8.0,33.0,Bottle,True,2.89,https://www.beerwulf.com/globalassets/emelisse-black-ipa.33_1_0.png,https://www.beerwulf.com/en-gb/p/beers/emelisse-black-ipa.33,05-Jun-2022 11:05:43
Orval,Blond Beer,6.2,33.0,Bottle,True,2.69,https://www.beerwulf.com/globalassets/orval.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/orval2,05-Jun-2022 11:05:43
Rochefort 8',Quadrupel Beer,9.2,33.0,Bottle,True,3.39,https://www.beerwulf.com/globalassets/rochefort-8.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/rochefort-82,05-Jun-2022 11:05:43
St. Feuillien Blond,Blond Beer,7.0,33.0,Bottle,True,2.69,https://www.beerwulf.com/globalassets/st-feuillien-blond.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/st.-feuillien-blond.33,05-Jun-2022 11:05:43
Zundert Trappist 10,Quadrupel Beer,10.0,33.0,Bottle,True,3.69,https://www.beerwulf.com/globalassets/zundert-trappist-10.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/zundert-trappist-10.33,05-Jun-2022 11:05:43
St. Feuillien Saison,Saison Beer,6.5,33.0,Bottle,True,2.39,https://www.beerwulf.com/globalassets/st.-feuillien-saison.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/st.-feuillien-saison.33,05-Jun-2022 11:05:43
Moretti L'Autentica,Lager,4.6,33.0,Bottle,True,1.69,https://www.beerwulf.com/globalassets/catalog/beerwulf/beers/birra_moretti_lautentica_2.png,https://www.beerwulf.com/en-gb/p/beers/birra-moretti-lautentica.33,05-Jun-2022 11:05:43
Brouwerij 't IJ IJwit,White Beer,6.5,33.0,Bottle,True,2.79,https://www.beerwulf.com/globalassets/brouwerij-t-ij-ijwit.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/brouwerij-t-ij-ijwit,05-Jun-2022 11:05:43
Lagunitas A Little Sumpin' Sumpin',IPA,7.5,36.0,Bottle,True,2.89,https://www.beerwulf.com/globalassets/lagunitas-a-little-sumpin-sumpin.36_1_1.png,https://www.beerwulf.com/en-gb/p/beers/lagunitas-a-little-sumpin-sumpin2,05-Jun-2022 11:05:43
La Lager Sans Gluten de Vézelay,Lager,4.0,25.0,Bottle,True,2.49,https://www.beerwulf.com/globalassets/la-lager-sans-gluten-de-vezelay.25_1_1.png,https://www.beerwulf.com/en-gb/p/beers/la-lager-sans-gluten-de-vezelay.25,05-Jun-2022 11:05:43
Stone Go To IPA ,IPA,4.7,36.0,Can,True,2.69,https://www.beerwulf.com/globalassets/stone-go-to-ipacan.36_15352_0.png,https://www.beerwulf.com/en-gb/p/beers/stone-go-to-ipa-can,05-Jun-2022 11:05:43
Maredsous Blonde,Blond Beer,6.0,33.0,Bottle,True,2.59,https://www.beerwulf.com/globalassets/maredsous-blondebottle.33_14815_02.png,https://www.beerwulf.com/en-gb/p/beers/maredsous-blonde-bottle-.33,05-Jun-2022 11:05:43
Chimay Wit,Tripel Beer,8.0,33.0,Bottle,True,3.09,https://www.beerwulf.com/globalassets/chimay-wit.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/chimay-white2,05-Jun-2022 11:05:43
La Trappe Dubbel,Dubbel Beer,7.0,33.0,Bottle,True,2.59,https://www.beerwulf.com/globalassets/la-trappe-dubbel33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/la-trappe-dubbel33,05-Jun-2022 11:05:43
Ciney Blond,Blond Beer,7.0,25.0,Bottle,True,1.89,https://www.beerwulf.com/globalassets/ciney-blond.25_1_0.png,https://www.beerwulf.com/en-gb/p/beers/ciney-blond.25,05-Jun-2022 11:05:43
Murphy's Irish Stout,Porter & Stout,4.0,50.0,Can,True,2.49,https://www.beerwulf.com/globalassets/murphys-irish-stout.5_1_1.png,https://www.beerwulf.com/en-gb/p/beers/murphys-irish-stout.5,05-Jun-2022 11:05:43
Sol,Lager,4.5,33.0,Bottle,True,1.79,https://www.beerwulf.com/globalassets/sol.33_1_1.png,https://www.beerwulf.com/en-gb/p/beers/sol.33,05-Jun-2022 11:05:43
Ninkasi Pale Ale,Amber & Red Ale,4.5,33.0,Bottle,True,2.59,https://www.beerwulf.com/globalassets/ninkasi-ambree.33_1_0.png,https://www.beerwulf.com/en-gb/p/beers/ninkasi-ambree-.33,05-Jun-2022 11:05:43
Brussels Beer Project Juice Junky,IPA,5.8,33.0,Can,True,2.99,https://www.beerwulf.com/globalassets/brussels-beer-project-juice-junkycan.33_15218_0.png,https://www.beerwulf.com/en-gb/p/beers/brussels-beer-project-juice-junkie-can-.33,05-Jun-2022 11:05:43
